model,shots,book,answer,ground_truth_stem,answer_clean
gemma3:12b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
gemma3:12b,10,Blast Off!: How Mary Sherman Morgan Fueled America Into Space,True,True,True
llama3.2:1b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False.,True,False
llama3.2:1b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False.,True,False
llama3.2:1b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
llama3.2:1b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",False,True,False
mistral:7b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
mistral:7b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,0,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,1,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,5,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
gemma3:12b,10,"Wood, Wire, Wings: Emma Lilian Todd Invents an Airplane",True,True,True
llama3.2:1b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False.,True,False
llama3.2:1b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False,True,False
llama3.2:1b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False.,True,False
llama3.2:1b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False,True,False
llama3.2:1b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False.,True,False
llama3.2:1b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
llama3.2:1b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
llama3.2:1b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False,True,False
llama3.2:1b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False,True,False
llama3.2:1b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False,True,False
llama3.2:1b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
llama3.2:1b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False,True,False
llama3.2:1b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
llama3.2:1b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
llama3.2:1b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
llama3.2:1b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False.,True,False
llama3.2:1b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False.,True,False
llama3.2:1b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False.,True,False
llama3.2:1b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False.,True,False
llama3.2:1b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,False,True,False
mistral:7b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
mistral:7b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,0,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,1,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,5,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
gemma3:12b,10,Jerry Changed the Game!: How Engineer Jerry Lawson Revolutionized Video Games Forever,True,True,True
llama3.2:1b,0,978-0-15-505090-7,False.,False,False
llama3.2:1b,0,978-0-15-505090-7,False.,False,False
llama3.2:1b,0,978-0-15-505090-7,False.,False,False
llama3.2:1b,0,978-0-15-505090-7,False.,False,False
llama3.2:1b,0,978-0-15-505090-7,False.,False,False
llama3.2:1b,1,978-0-15-505090-7,False,False,False
llama3.2:1b,1,978-0-15-505090-7,False,False,False
llama3.2:1b,1,978-0-15-505090-7,False,False,False
llama3.2:1b,1,978-0-15-505090-7,False,False,False
llama3.2:1b,1,978-0-15-505090-7,False,False,False
llama3.2:1b,5,978-0-15-505090-7,True.,False,True
llama3.2:1b,5,978-0-15-505090-7,False.,False,False
llama3.2:1b,5,978-0-15-505090-7,False.,False,False
llama3.2:1b,5,978-0-15-505090-7,False.,False,False
llama3.2:1b,5,978-0-15-505090-7,False,False,False
llama3.2:1b,10,978-0-15-505090-7,False,False,False
llama3.2:1b,10,978-0-15-505090-7,False.,False,False
llama3.2:1b,10,978-0-15-505090-7,False.,False,False
llama3.2:1b,10,978-0-15-505090-7,False,False,False
llama3.2:1b,10,978-0-15-505090-7,False.,False,False
mistral:7b,0,978-0-15-505090-7,False (it's not strictly a STEM book),False,False
mistral:7b,0,978-0-15-505090-7,False,False,False
mistral:7b,0,978-0-15-505090-7,True,False,True
mistral:7b,0,978-0-15-505090-7,"True (Science, Technology, Engineering, Mathematics)",False,True
mistral:7b,0,978-0-15-505090-7,False,False,False
mistral:7b,1,978-0-15-505090-7,True,False,True
mistral:7b,1,978-0-15-505090-7,True,False,True
mistral:7b,1,978-0-15-505090-7,True,False,True
mistral:7b,1,978-0-15-505090-7,True,False,True
mistral:7b,1,978-0-15-505090-7,True,False,True
mistral:7b,5,978-0-15-505090-7,"False (The provided summary does not provide enough information about the content of the book to definitively determine if it falls under STEM category. However, considering the mention of digital images, quizzes, and maps, it seems less likely that this book is a STEM book.)",False,False
mistral:7b,5,978-0-15-505090-7,False (The book summary doesn't provide enough information about the content of the book to definitively determine if it's STEM),False,False
mistral:7b,5,978-0-15-505090-7,False,False,False
mistral:7b,5,978-0-15-505090-7,"False (The provided book summary does not provide sufficient information to definitively determine if it is a STEM book. However, given that it includes hundreds of digital images, maps, and quizzes, it might be related to social studies or humanities rather than pure STEM subjects.)",False,False
mistral:7b,5,978-0-15-505090-7,False,False,False
mistral:7b,10,978-0-15-505090-7,False,False,False
mistral:7b,10,978-0-15-505090-7,False,False,False
mistral:7b,10,978-0-15-505090-7,"False (The book seems to be focused on digital images, maps, and quizzes, which are not typically associated with STEM subjects.)",False,False
mistral:7b,10,978-0-15-505090-7,"True (Science, Technology, Engineering, or Mathematics)",False,True
mistral:7b,10,978-0-15-505090-7,False,False,False
gemma3:12b,0,978-0-15-505090-7,False,False,False
gemma3:12b,0,978-0-15-505090-7,False,False,False
gemma3:12b,0,978-0-15-505090-7,False,False,False
gemma3:12b,0,978-0-15-505090-7,False,False,False
gemma3:12b,0,978-0-15-505090-7,False,False,False
gemma3:12b,1,978-0-15-505090-7,True,False,True
gemma3:12b,1,978-0-15-505090-7,True,False,True
gemma3:12b,1,978-0-15-505090-7,True,False,True
gemma3:12b,1,978-0-15-505090-7,True,False,True
gemma3:12b,1,978-0-15-505090-7,True,False,True
gemma3:12b,5,978-0-15-505090-7,False,False,False
gemma3:12b,5,978-0-15-505090-7,False,False,False
gemma3:12b,5,978-0-15-505090-7,False,False,False
gemma3:12b,5,978-0-15-505090-7,False,False,False
gemma3:12b,5,978-0-15-505090-7,False,False,False
gemma3:12b,10,978-0-15-505090-7,False,False,False
gemma3:12b,10,978-0-15-505090-7,False,False,False
gemma3:12b,10,978-0-15-505090-7,False,False,False
gemma3:12b,10,978-0-15-505090-7,False,False,False
gemma3:12b,10,978-0-15-505090-7,False,False,False
