Unnamed: 0.1,Unnamed: 0,ISBN,ID,title,authors,description,avg_rating,age,no_synset,synset
6578,6578,9780425170342,5720,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)","[Tom Clancy, David Dukes]","Over the course of nine novels, <b>Tom Clancy</b>’s “genius for big, compelling plots” and his “natural narrative gift” (<i>The New York Times Magazine</i>) have mesmerized hundreds of millions of readers and established him as one of the preeminent storytellers of our time. <i>Rainbow Six</i>, however, goes beyond anything he has done before.<p>At its heart is John Clark, the ex-Navy SEAL of <i>Without Remorse</i>, well known from several of Clancy's novels as a master of secret operational missions. Whether hunting warlords in Japan, druglords in Colombia, or nuclear terrorists in the United States, Clark is efficient and deadly, but even he has ghosts in his past, demons that must be exorcised. And nothing is more demonic than the peril he must face in <i>Rainbow Six</i>.</p><p>Newly named the head of an international task force dedicated to combating terrorism, Clark is looking forward to getting his teeth into a new mission, but the opportunities start coming thicker and faster than anyone could have expected: an incident at a Swiss bank, the kidnapping of an international trader in Germany, a terrible raid on an amusement park in Spain.</p><p>Each episode seems separate, discrete, yet the timing disturbs Clark. Is there a connection? Is he being tested? With the help of his close associates, executive officer Alistair Stanley and strike team leaders Domingo Chavez and Peter Covington, Clark tries to figure out where all this activity is heading, but there is no way to predict the real threat: a group of terrorists like none the world has ever encountered, a band of men and women so extreme that their success could literally mean the end of life on this earth as we know it.</p>",4.09,17.0,,
6579,6579,9780440435747,13497943,The High King (The Chronicles of Prydain #5),[Lloyd Alexander],"When the sword of Dyrnwyn, the most powerful weapon inthe kingdom of Prydain, falls into the hands of Arawn-Death-Lord, Taran, Assistant Pig-Keeper, and Prince Gwydion raise an army to march against Arawn's terrible cohorts. After a winter expedition filled with danger, Taran's army arrives at Mount Dragon, Arawn's stronghold. There, in a thrilling confrontation with Arawn and the evil enchantress Achren, Taran is forced to make the most crucial decision of his life.",4.25,16.0,,
6618,6618,9780451140357,1734153,Maia (Beklan Empire #2),[Richard  Adams],"Maia is a fifteen-year-old peasant beauty growing up in poverty beside Lake Serrelind. Seduced by her stepfather and betrayed by her jealous mother, Maia finds herself in the hands of slave-traders to be sold as a concubine. She attracts the attention of General Kembri who uses her to obtain information from her admirers and her adventures uncover a plot for civil war. Proclaimed as a heroine, she finds that one sinister result of fame is to have enemies in high places and Maia has to struggle for survival through treachery, cruelty, lost love and a final flight through a wild empire to escape a crumbling regime.",4.02,16.0,,
6619,6619,9780812565416,780866,"Requiem for the Sun (Symphony of Ages, #4)",[Elizabeth Haydon],"<b>It all began with the nationally bestselling Elizabeth Haydon's <i>Rhapsody Trilogy.</i> A fellowship of three had been forged, companions brought together by fate, driven by prophecy: Rhapsody, a Singer of great talent and beauty; Achmed, an assassin with unearthly talents; and Grunthor, a giant of jolly disposition and lethal skill with weapons. </b><br /><br />The three overcame great adversity in defeating the F'dor--an ancient evil being intent on destroying the world--their battle culminating in <i>Destiny</i>, a thundering crescendo of tragedy, love, and triumph of the human spirit over world-shattering cataclysm.<br />Now comes...<br /><br /><i>Requiem for the Sun</i>, Sequel to the <i>USA Today </i>bestselling <i>Rhapsody Trilogy</i><br /><br />It has been three years since their devastating battle, and peace has settled across their land. But to the south an empire lies ready to crumble. When the Dowager Empress dies, along with her successor, a great war breaks out, threatening to overwhelm the known world.<br /><br />And an old nemesis of Rhapsody's--presumed dead for centuries--resurfaces, forcing her to choose between facing his depravity or sacrificing her own life . . . and that of her unborn child.",4.0,16.0,,
6621,6621,9780060273224,535197,"Sabriel (Abhorsen, #1)",[Garth Nix],"Ever since she was a tiny child, Sabriel has lived outside the walls of the Old Kingdom, away from the random power of Free Magic, and away from the Dead who won't stay dead. But now her father, the Mage Abhorsen, is missing, and to find him Sabriel must cross back into the nine Gates and Precincts of Death. Though her journey begins alone, she soon finds companions: Mogget, whose seemingly harmless feline form hides a powerful-and perhaps malevolent-spirit, and Touchstone, a younger Charter Mage imprisoned two centuries in a wooden ship-head, still trapped by painful memories. With threats on all sides and only each other to trust, the three must travel deep into the Old Kingdom, toward a battle against vicious Hands, Mordicants, and the evil Kerrigor",4.16,17.5,,
6623,6623,9780060278250,334643,"Abhorsen (Abhorsen, #3)",[Garth Nix],"<i>The Ninth was strong and fought with might <br />But lone Orannis was put out of the light <br />Broken in two and buried under hill<br />Forever to lie there, wishing us ill.</i><br /><br />So says the song. But Orannis, the Destroyer, is no longer buried under hill. It has been freed from its subterranean prison and now seeks to escape the silver hemispheres, the final barrier to the unleashing of its terrible powers.<br /><br />Only Lirael, newly come into her inheritance as the Abhorsen-in-Waiting, has any chance of stopping the Destroyer. She and her companions -- Sam, the Disreputable Dog, and Mogget -- have to take that chance. For the Destroyer is the enemy of all Life, and it must be stopped, though Lirael does not know how.<br /><br />To make matters worse, Sam's best friend, Nick, is helping the Destroyer, as are the necromancer Hedge and the Greater Dead Chlorr, and there has been no word from the Abhorsen Sabriel or King Touchstone.<br /><br />Everything depends upon Lirael. A heavy, perhaps even impossible burden for a young woman who just days ago was merely a Second Assistant Librarian. With only a vision from the Clayr to guide her, and the rather mixed help of her companions, Lirael must search in both Life and Death for some means to defeat the Destroyer.<br /><br />Before it is too late. . . .",4.22,17.75,,
6674,6674,9780451194008,228296,"Rosemary's Baby (Rosemary's Baby, #1)",[Ira Levin],"Rosemary and Guy Woodhouse, an ordinary young couple, settle into a New York City apartment, unaware that the elderly neighbors and their bizarre group of friends have taken a disturbing interest in them. But by the time Rosemary discovers the horrifying truth, it may be far too late!",4.0,18.0,,
6682,6682,9780312291457,34548,If Chins Could Kill: Confessions of a B Movie Actor,[Bruce Campbell],"Okay, so at least you're interested enough to pick up this book and look inside. I think you and I are going to get along just fine.<br /><br />Life is full of choices. Right now, yours is whether or not to buy the autobiography of a mid-grade, kind of hammy actor.<br /><br /><i>Am I supposed to know this guy?</i> you think to yourself.<br /><br />No, and that's exactly the point. Bookstores are chock full of household name actors and their high stakes shenanigans. I don't want to be a spoilsport, but we've all been down that road before.<br /><br />Case in point: look to your left - see that Judy Garland book? You don't need that, you know plenty about her already - great voice, crappy life. Now look to your right at the Charlton Heston book. You don't need to cough up hard-earned dough for that either. You know his story too - great voice, crappy toupee.<br /><br />The truth is that though you might not have a clue who I am, there are countless working stiffs like me out there, grinding away every day at the wheel of fortune.<br /><br /><i>If Chins Could Kill: Confessions of a B Movie Acto</i>r is my first book, and I invite you to ride with me through the choppy waters of blue collar Hollywood.<br /><br />Okay, so buy the damned book already and read like the wind!<br /><br />Best, <br />Bruce Campbell<br /><br />P.S. If the book sucks, at least there are gobs of pictures, and they're not crammed in the middle like all those other actor books.",4.0,18.0,,
6692,6692,9780880389051,317547,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)","[R.A. Salvatore, Jeff Easley]","Drow ranger Drizzt Do'Urden, first introduced in The Icewind Dale Trilogy, quickly became one of the fantasy genre's standout characters. But Homeland first reveals the startling tale of how this one lone drow walked out of the shadowy depths of the Underdark, leaving behind a society of evil and a family who want him dead. It is here that the story of this amazing dark elf truly began.",4.25,17.333333333333332,,
6700,6700,9780345253736,1598837,"The White Dragon (Pern: Dragonriders of Pern, #3)",[Anne McCaffrey],"<p>
  <b>A fantasy of a time when...</b>
</p><p>Never had there been as close a bonding as the one that existed between the daring and adventurous young Lord Jaxom and his extraordinary white dragon, Ruth. Pure white and incredibly agile, Ruth was a dragon of many talents, though almost everyone on Pern thought he was a runt that would never amount to anything.</p><p>But Jaxom knew better, knew he could teach his dragon to fly and to destroy the deadly silver Threads that fell from the sky. Disobeying all rules, Jaxom and Ruth trained in secret. Their illicit flights seemed but a minor disobedience -- until they found themselves in the path of danger and in a position to prevent the biggest disaster of all!</p>",4.18,16.0,,
6707,6707,9780553574579,84942,Beach Music,[Pat Conroy],"Pat Conroy is without doubt America's favorite storyteller, a writer who portrays the anguished truth of the human heart and the painful secrets of<br />families in richly lyrical prose and unforgettable narratives. Now, in <i>Beach Music</i>, he tells of the dark memories that haunt generations, in a story<br />that spans South Carolina and Rome and reaches back into the unutterable terrors of the Holocaust.<br /><br /><i>Beach Music</i> is about Jack McCall, an American living in Rome with his young daughter, trying to find peace after the recent trauma of his wife's<br />suicide. But his solitude is disturbed by the appearance of his sister-in-law, who begs him to return home, and of two school friends asking for his help in<br />tracking down another classmate who went underground as a Vietnam protester and never resurfaced. These requests launch Jack on a journey that encompasses the past and the present in both Europe and the American South, and that leads him to shocking--and ultimately liberating--truths.<br /><br />Told with deep feeling and trademark Conroy humor, <i>Beach Music</i> is powerful and compulsively readable. It is another masterpiece in the legendary<br />list of classics that his body of work has already become.<br /><br />PAT CONROY is the author of five previous books: <i>The Boo</i>, <i>The Water Is Wide</i>, <i>The Great Santini</i>, <i>The Lords of Discipline</i>, and<br /><i>The Prince of Tides</i>, the last four of which were made into feature films.",4.16,17.0,,
6709,6709,9788466304634,2308000,Rayuela,[Julio Cortázar],"Horacio Oliveira is an Argentinian writer who lives in Paris with his mistress, La Maga, surrounded by a loose-knit circle of bohemian friends who call themselves ""the Club."" A child's death and La Maga's disappearance put an end to his life of empty pleasures and intellectual acrobatics, and prompt Oliveira to return to Buenos Aires, where he works by turns as a salesman, a keeper of a circus cat which can truly count, and an attendant in an insane asylum. Hopscotch is the dazzling, freewheeling account of Oliveira's astonishing adventures.<br /><br />The book is highly influenced by Henry Miller’s reckless and relentless search for truth in post-decadent Paris and Daisetz Teitaro Suzuki’s modal teachings on Zen Buddhism.<br /><br />Cortázar's employment of interior monologue, punning, slang, and his use of different languages is reminiscent of Modernist writers like Joyce, although his main influences were Surrealism and the French New Novel, as well as the ""riffing"" aesthetic of jazz and New Wave Cinema.<br /><br />In 1966, Gregory Rabassa won the first National Book Award to recognize the work of a translator, for his English-language edition of <i>Hopscotch</i>. Julio Cortazar was so pleased with Rabassa's translation of <i>Hopscotch</i> that he recommended the translator to Gabriel García Márquez when García Márquez was looking for someone to translate his novel <i>One Hundred Years of Solitude</i> into English. ""Rabassa's <i>One Hundred Years of Solitude</i> improved the original,"" according to García Márquez.",4.23,18.0,,
6755,6755,9789724118482,6289805,História de uma Gaivota e do Gato que a Ensinou a Voar,"[Luis Sepúlveda, Pedro Tamen]","Esta é a história do gato Zorbas. Um dia, uma formosa gaivota apanhada por uma maré negra de petróleo deixa ao cuidado dele, momentos antes de morrer, o ovo que acabara de pôr. Zorbas, que é um gato de palavra, cumprirá as duas promessas que faz nesse momento dramático: não só criará a pequena gaivota, como também a ensinará a voar. Tudo isto com a ajuda dos seus amigos Secretário, Sabetudo, Barlavento e Colonello, dado que, como se verá, a tarefa não é fácil, sobretudo para um bando de gatos mais habituados a fazer frente à vida dura de um porto como o de Hamburgo do que a fazer de pais de uma cria de gaivota...<br /><br />O grande escritor chileno oferece-nos neste seu novo livro uma mensagem de esperança de altíssimo valor literário e poético.",4.17,19.0,,
6758,6758,9780786813070,751635,The Skin I'm In,[Sharon G. Flake],"Miss Saunders, whose skin is blotched with a rare skin condition, serves as a mirror to Maleeka Madison's struggle against the burden of low self-esteem that many black girls face when they're darker skinned. Miss Saunders is tough and through this, Maleeka learns to stand up to tough-talking Charlese.",4.15,16.0,,
6772,6772,9788838455186,14739908,Quattro topi nella giungla nera,[Geronimo Stilton],"""Avete paura del buio? Dei ragni? E dei gatti? Soffrite di vertigini? Io si...anzi no, non più! Sono guarito grazie a un bizzarro, incredibile corso nella Giungla Nera...""",4.18,13.0,,
6780,6780,9788871004143,23601951,Alice nel paese delle meraviglie,[Lewis Carroll],"<i>Alice's Adventures in Wonderland</i> is a work of children's literature by the English mathematician and author, the Reverend Charles Lutwidge Dodgson, written under the pseudonym Lewis Carroll. It tells the story of a girl named Alice who falls down a rabbit-hole into a fantasy realm populated by grotesque figures like talking playing cards and anthropomorphic creatures. The Wonderland described in the tale plays with logic in ways that have made the story of lasting popularity with adults as well as children. It is considered to be one of the most characteristic examples of the genre of literary nonsense.",4.01,13.0,,
6792,6792,9780451190529,228194,The Mouse on the Mile (The Green Mile #2),[Stephen King],"Cold Mountain Penitentiary has been home to many troubled souls. E Block, where the electric chair waits for those who must pay the ultimate price, has been home to the most troubled of all. And here, not all the evil is behind bars. Sometimes it carries a gun and wears a badge.<br /><br />Cold Mountain is a place of the damned, but it can also be a place where salvation comes from the most unlikely source.<br /><br />Nothing you have read can prepare you for Stephen King's boldest experiment in terror, a multi-part serial novel that begins on Death Row and burrows inward to the most horrific secrets of the human heart.<br /><br />It's just a mouse, you say.<br /><br />But in the hands of Stephen King, nothing is what it seems.",4.49,16.666666666666668,,
6796,6796,9780590431309,409320,The Forgotten Door,[Alexander Key],"Far from home.<br /><br />Jon has lost his memory. He can't remember who he is or where he came from. He only knows he fell through the forgotten door to the strange planet, Earth, and he is in great danger. Injured from his fall, he has to find someone who will help him. <br /><br />Through his extraordinary power to read people's minds, Jon makes friends with a local family. But then rumors of his existence get back to the army and Jon realizes that the family is in danger, too. Time is running out. He must find the secret passage quickly or he may never get home again.",4.09,17.0,,
6813,6813,9782264024671,482761,L'histoire de Bone,"[Dorothy Allison, Michèle Valencia]","En Caroline du Sud, les étés sont étouffants. Les soirées se passent sur la véranda, à boire du thé glacé et à raconter des histoires. Ruth Anne Boatwright, surnommée Bone par sa famille et estampillée "" bâtarde "" par le comté de Greenville, se souvient. Elle revoit sa grand-mère édentée, impertinente, ses tantes farouches, usées par leurs grossesses, ses oncles violents, ivrognes pris au piège de leur misère. Elle se souvient de l'amour qu'elle portait à sa mère et de la haine grandissante qu'elle éprouvait pour son beau-père. Elle se souvient et elle raconte, avec une brutale sincérité, les aspirations d'une petite fille, la violence insoutenable, l'amour obstiné. Ce premier roman largement autobiographique, écrit pour exorciser cette enfance brûlée, a été finaliste pour le National Book Award en 1992. "" Dorothy Allison sonne le retour de la littérature sociale aux États-Unis. Elle est devenue l'écrivain de l'Autre Amérique : celle des Blancs déshérités qui n'ont aucun espoir, aucune croyance, aucun avenir. Avec une force incroyable, Dorothy Allison décrit ce vide et cette violence. ""Bernard Géniès, Le Nouvel Observateur",4.12,17.0,,
6816,6816,9782290312094,3628915,Le Vin des dieux,"[John Barnes, Monique Lebailly]","Le jeune prince Amatus a vérifié, pour son malheur, le vieil adage qui affirme que ""un enfant qui goûte trop tôt au Vin des dieux n'est plus que la moitié de lui-même"": après un verre bu en cachette, le voilà privé de tout le côté gauche de sa personne ! Dans sa colère, le bon roi Boniface fait exécuter les quatre responsables de cette tragédie: l'Alchimiste, la Sorcière, la Gouvernante et le Capitaine de la Garde du Royaume. Un an et un jour plus tard, quatre mystérieux voyageurs viennent postuler aux charges désormais vacantes afin de s'occuper de l'éducation du demi-prince. Leurs conseils, leur magie et le destin (qui se mêle toujours des affaires des têtes couronnées) seront-ils suffisants pour garantir au Royaume un vrai successeur et non un demi-roi?",4.04,17.0,,
6817,6817,9782290312926,7989481,"La Voix des morts (Le Cycle d'Ender, #2)",[Orson Scott Card],"Trois mille ans se sont écoulés depuis l'extermination des Doryphores, et les hommes se croient désormais seuls dans l'Univers. Or, sur la planète Lusitania, on découvre l'existence des Piggies, bipèdes mi-hommes mi-cochons doués d'intelligence.<br /><br />Des scientifiques sont détachés pour les étudier mais, sans mobile apparent, ils sont assassinés. L'Humanité s'interroge : doit-on s'inquiéter de cette nouvelle menace, et la détruire?<br /><br />Afin de rendre hommage aux victimes, on convoque sur la planète un porte-parole des morts. Mais voilà, dans ses bagages se trouve un cocon ou vit la dernière reine des Doryphores. Car cet homme n'est autre qu'Ender, le Xénocide.",4.07,17.0,,
6872,6872,9780373286652,1430077,"Highland Heather (Highland, #2)",[Ruth Langan],"<b>The Queen's Savage</b><br /><br />As Brenna MacAlpin looked at the fierce, dark warrior, who had spent a lifetime defending his English queen, her blood ran cold. For she was the leader of a Scottish border clan and would give her life for her people against invaders like Lord Morgan Grey. He thought to subdue her with an impressive show of force, but she would soon show him what one woman driven by loyalty could do.<br /><br />Morgan knew he had been a fool to agree to implement the queen's scheme to unite the families on both sides of the border by marriage. His unwilling Scottish guest was proving to he more trouble than she was worth, and he was afraid that his once peaceful life would never be the same.",4.06,18.0,,
6876,6876,9780373484089,420744,"Mackenzie's Mission (Mackenzie Family, #2)",[Linda Howard],"Night Wing — the revolutionary test plane with a top secret weapons system — was Colonel Joe ""Breed"" Mackenzie's number-one priority. And weapons expert Caroline Evans was his number-one distraction. True, the stubborn blonde was giving him the cold shoulder, but Joe hadn't become the best of the best by giving up. Then he discovered someone on the inside was sabotaging Night Wing, and with her late hours and specialized expertise, Caroline seemed the obvious choice. Now Joe had to choose between allegiance to his country and love for his prime suspect...",4.09,18.0,,
6902,6902,9780373834587,508227,"Rogues' Reform (Lester Family, #1-3)",[Stephanie Laurens],"Rogues' Reform by Stephanie Laurens released on Jun 23, 2000 is available now for purchase.",4.04,18.0,,
6941,6941,9780671799366,499512,After the Night,[Linda Howard],"SHE RETURNED TO UNCOVER OLD SECRETS...AND NEW DESIRES -- <br /><br />FAITH DEVLIN -- A poor, outcast child in Prescott, Louisiana, she'd always adored the town's golden boy from afar. But he called her white trash that sultry Southern night when his rich, respected father disappeared, along with her pretty Mom. Now Faith wanted to hate Gray Rouillard...not to feel a powerful surge of desire. But she couldn't quench her passion, any more than she could hide the truth about the past she had waited so long to unravel...<br /><br />GRAY ROUILLARD -- Even when he raised hell, he did it with style. Reckless, charming, and backed by Rouillard money, Gray controlled the town of Prescott - and Devlin was a name he never wanted to hear again. But when he gazed at Faith Devlin, all he saw was a swirl of tangled sheets and her silken flesh beneath him. To care for her was impossible, unthinkable...because Gray Rouillard planned to use all his power to ruin her...",4.08,18.0,,
6948,6948,9780821766576,2406666,The Guest List,[Fern Michaels],"Fern Michaels is firmly establishing herself as a brand-name, mega-bestselling author. Book after book, her poignant, emotionally powerful stories are delighting her loyal fans and winning the hearts of a legion of new readers -- the very readers who have made LaVyrle Spencer a legend.Now, Fern Michaels delivers ""The Guest List"", a Zebra paperback original. Every one of Fern Michael's novels published originally in Zebra paperback (Annie's Rainbow, Sara's Song, Wish List, and Dear Emily) has performed outstandingly and hit the New York Times bestseller list. ""The Guest List"" is sure to follow in this tradition.<br /><br />In ""The Guest List"", Michael's spins the tale of a woman with a new lease on life. . .and a secret from the past that threatens to ruin her.<br /><br />For the first time ever, Abby Mitchell feels that the world is her oyster. Her first book has found a publisher, a daring new surgery promises to take away the birthmark that mars her lovely face, and there's a new man in her life -- a man who sees beyond flaw...into her heart. Best of all, though, is that Abby has been reunited with her sister Mallory. Separated as girls after their parents died in a double tragedy, Abby always dreamed that, one day, they would be together again.<br /><br />But while two loving sisters make up for lost time, danger hides in the shadows. Now, Abby and Mallory have planned a sumptuous party -- unaware that their gathering will include an uninvited guest who will do anything to keep the past hidden.",4.02,18.0,,
6978,6978,9780152020712,463958,The Well-Wishers,[Edward Eager],"The wishing well is all used up, its magic drained, its enchantment gone dry.<br />      Or has it?<br />      In a reckless moment, Gordy threatens the old well, telling it to get going with its magic o<i>r else! </i>and that seems to do the trick. Suddenly Laura, Lydia, James, and Kip—who feared their autumn would unfold without magic—are plunged into just the sort of outlandish adventures they'd longed for.<br />      But is it <i>really</i> the well's magic that transforms troublemaker Dicky LeBaron from ne'er-do-well to hero? Or keeps Appledore's orchard—and love life—in bloom? Or sends James on a doubly daring rescue of a damsel in distress?<br />      What does it matter? Sometimes the best kind of magic is the kind that isn't so magical at all. . . .",4.01,13.0,,
6979,6979,9780152020743,766154,Knight's Castle,"[Edward Eager, N.M. Bodecker]","When the ancient toy soldier comes alive, the Old One grants Roger's wish to adventure in ""yeomanly"" Sherwood Forest. Will Roger earn his second wish, to save his father? Need for an operation brings Roger 11 and younger Ann to stay with bossy cousin Eliza and Jack. Can the children convince Ivanhoe to marry Rebecca over Rowena, and conquer the castle - in pjs?",4.05,13.0,,
6980,6980,9780152020767,838977,"Magic by the Lake (Tales of Magic, #3)","[Edward Eager, N.M. Bodecker]","When wishing for magic, it's hard not to wish for too much.<br /><br />If Jane, Mark, Katharine, and Martha had stopped to think -- oh, if they had only stopped to think! -- they would have ordered magic by the pound, or by the day, or even by the halves as they had in Half Magic.<br /><br />But no, they asked for magic by the lake -- and now they have to deal with a whole lakeful of enchantment!<br /><br />Soon the children are awash in magic. They find themselves cavorting with mermaids, outwitting pirates, and -- with the help of a cranky old turtle -- granting a little magical help to the one person who needs it most.",4.08,13.0,,
6981,6981,9780152020798,312083,Seven-Day Magic,"[Edward Eager, N.M. Bodecker]","A seven-day book of magic proves to be fractious for five children, who must learn the book's rules and tame its magic.",4.13,13.0,,
6983,6983,9780316363440,613869,Feg: Ridiculous Poems for Intelligent Children,[Robin Hirsch],"This collection of 24 poems celebrates language and literature in a unique way. Readers are introduced to literary devices such as onomatopeia, palindromes, sonnets, haikus, alliteration, and more. Each poem is accompanied by an entertaining and educational ""note"" that explains its origins. There is also a glossary of terms included. This is a highly imaginative introduction to poetry, language, and literature.",4.2,13.0,,
6987,6987,9780439202763,1011006,"Prize Pokemon (Pokémon Chapter Book, #25)",[Sheila Sweeny],"There are plenty of contests in the Johto region for Pokmon trainers to show off how strong, brave, and happy their Pokmon are. Ash and his friends try to be the best and meet a lot of cool new Pokmon when they go to different festivals. But Team Rocket wants to be the best, too--the best thieves, that is. It's up to Ash and Pikachu to take down these party crashers. Illustrations.",4.31,13.0,,
6988,6988,9780439252966,2153052,Ricky Ricotta's Mighty Robot vs the Mecha-Monkeys from Mars (Ricky Ricotta #4),"[Dav Pilkey, Martin Ontiveros]","In this fourth illustrated adventure novel form bestseller Dav Pilkey, a small mouse named Ricky Ricotta and his best friend, a giant flying robot, save the world from mean Major Monkey.<br /><br />Ricky Ricotta and his Mighty Robot are in big trouble. After crashing the Ricotta family mini-van while using it as a skateboard (it's the only thing big enough for Robot), they have to earn some money quickly to pay for repais. While they're thinking how on EARTH they are going to come up with the money...on Mars, mean Major Monkey is making plans to enslave mousekind! Major Monkey has had his eye on earth for some time now...and knows that the first thing he must do is get rid of that robot. Major Monkey tricks the robot into going to Mars. Now it's up to Ricky to rescue his robot and keep Major Monkey from menacing mankind.",4.13,13.0,,
6989,6989,9780525457459,223301,Dogs Have the Strangest Friends & Other True Stories of Animal Feelings,"[Jeffrey Moussaieff Masson, Shirley Felts]","Illustrated in beautiful watercolor paintings, here are fifteen stories about both wild and domestic animals showing their capacity to feel emotions -- to love, share joy, feel sorrow, play tricks, help one another, and so on. The graceful prose from this best-selling author can be read aloud story by story to younger children or by middle-grade readers on their own.",4.26,13.0,,
7020,7020,9780552142359,49357216,Interesting Times (Discworld #17),[Terry Pratchett],"<i>Librarian Note: An alternative cover for this ISBN can be found <a href=""https://www.goodreads.com/book/show/386368.Interesting_Times"" rel=""nofollow"">here</a></i> <br /><br />MIGHTY BATTLES! REVOLUTION! DEATH! WAR! (AND HIS SONS TERROR AND PANIC, AND DAUGHTER CLANCY)<br /><br />The oldest and most inscrutable empire on the Discworld is in turmoil, brought about by the revolutionary treatise <b>What I did on My Holidays</b>. Workers are uniting, with nothing to lose but their water buffaloes. Warlords are struggling for power. War (and Clancy) are spreading throughout the ancient cities.<br /><br />And all that stands in the way of terrible doom for everyone is:<br /><br />Rincewind the Wizard, who can't even spell the word 'wizard'...<br /><br />Cohen the barbarian hero, five foot tall in his surgical sandals, who has had a lifetime's experience of not dying...<br /><br />...and a very <b>special</b> butterfly.",4.16,16.333333333333332,,
7021,7021,9780553132854,3746320,Long After Midnight: 22 Hauntings & Celebrations,[Ray Bradbury],"In these fantastical, chilling, hauntingly nostalgic tales you enter the master storyteller's special world where...<br /><br />A man can destroy the future by coming out of the past. Two drifters in space search through the dead cities of Mars for the fabled Blue Bottle. A young boy falls in love with a beautiful teacher who can't wait for him to grow up. A jealous husband shoots the perfect android replica of his unfaithful wife and is charged with robot murder. A man journeys back into the past to commit the perfect crime of revenge. Plus sixteen other strange hauntings and celebrations by the author of <i>Dandelion Wine</i>, <i>The Illustrated Man</i>, and <i>The Martian Chronicles</i>.",4.03,16.0,,
7022,7022,9780812575729,1017840,Deep Secret,[Diana Wynne Jones],"Rupert Venables is the junior Magid of Earth. All over the Multiverse the Magids, powerful magicians, are at work to maintain the balance between positive and negative magic for the good of all. They use their powers to push people into doing the right thing at the right time. But Rupert's senior has died and Rupert, aided by the ghost of the deceased, must search the Earth for a new junior, while preventing civilization from descending into chaos. it seems like a good idea to cause all five candidates to attend one SF convention in England. But then all magic breaks loose.",4.1,16.0,,
7049,7049,9780451521576,260476,Les Misérables,"[Victor Hugo, Norman MacAfee, Lee Fahnestock]","In this story of the trials of the peasant Jean Valjean--a man unjustly imprisoned, baffled by destiny, and hounded by his nemesis, the magnificently realized, ambiguously malevolent police detective Javert--Hugo achieves the sort of rare imaginative resonance that allows a work of art to transcend its genre.",4.18,17.0,,
7097,7097,9780583300599,12151434,The LAST TERM AT MALORY TOWERS,[Enid Blyton],"In Blyton's final book about the girls at Malory Towers, Darrell becomes head girl. Unfortunately not all the girls are as responsible as she is and in her last term Darrell sees many changes in her old school friends.",4.15,16.0,,
7113,7113,9788817153560,17205296,Uno studio in rosso,"[Arthur Conan Doyle, Oreste del Buono, Maria Pia Janin]","""A Study in Scarlet"" is the first published story of one of the most famous literary detectives of all time, Sherlock Holmes. Here Dr. Watson, who has just returned from a war in Afghanistan, meets Sherlock Holmes for the first time when they become flat-mates at the famous 221 B Baker Street. In ""A Study in Scarlet"" Sherlock Holmes investigates a murder at Lauriston Gardens as Dr. Watson tags along with Holmes while narratively detailing his amazing deductive abilities.",4.16,16.0,,
7118,7118,9780600606314,10287652,Acrylics,[Wendy Clouse],"This is one of a series of books designed for the beginner and enthusiast, providing information on many of the techniques associated with acrylics. The book includes an assessment of the merits of acrylics, a guide to materials and equipment and recommendations on a basic palette.",4.0,18.0,,
7121,7121,9780823015870,394238,Dynamic Wrinkles and Drapery: Solutions for Drawing the Clothed Figure,[Burne Hogarth],"Understanding how the body moves is the key to rendering clothing, as world-renowned artist Hogarth demonstrates in this unique book.",4.09,18.0,,
7148,7148,9780586211892,2031004,"The Broken God (A Requiem for Homo Sapiens, #1)",[David Zindell],"Into the icy maze of the city of Neverness, a wild boy stumbles, spear in hand, starving, frostbitten and grieving. Danlo the Wild, raised by far-off Alaloi neanderthal cave-dwellers, survived a plague that took all of his tribe. Now he must find who engineered the disease and how he can cure it. And what kind of man he will grow up into, as he enters the Order of Mystic Mathematicians and Other Seekers of the Ineffable Flame.<br /><br />His journey has only begun.",4.23,17.0,,
